Tarih,Saat,PTF (TL/MWh),PTF (USD/MWh),PTF (EUR/MWh),Yük Tahmin Planı (MWh),Toplam(MWh),Doğalgaz,Rüzgar,Linyit,Taş Kömür,İthal Kömür,Fueloil,Jeotermal,Barajlı,Nafta,Biyokütle,Akarsu,Gunes,Diğer
2025-07-03,01:00,"2.931,10","73,70","62,45","38.407,00","37.545,99","8.719,19","7.324,33","4.079,60","266,00","9.429,50","0,40","843,30","4.257,18","0,00","962,08","1.444,79","14,84","204,78"
2025-07-03,02:00,"2.900,01","72,91","61,78","37.153,00","36.369,79","8.510,70","7.095,08","3.992,60","266,00","9.429,50","0,40","855,75","3.634,88","0,00","966,69","1.398,72","14,73","204,74"
2025-07-03,03:00,"3.115,08","78,32","66,37","36.319,00","35.508,65","8.297,25","6.947,31","4.014,60","266,00","9.413,50","0,40","868,52","3.132,48","0,00","962,06","1.386,29","15,48","204,76"
2025-07-03,04:00,"2.882,01","72,46","61,40","35.416,00","34.823,82","7.732,07","6.864,89","4.059,60","266,00","9.413,50","0,40","878,02","3.105,48","0,00","963,77","1.300,26","32,05","207,78"
2025-07-03,05:00,"2.510,10","63,11","53,48","34.472,00","33.172,83","6.911,93","6.807,36","4.003,60","266,00","9.414,50","0,40","887,24","2.281,48","0,00","975,50","1.229,99","184,85","209,98"
2025-07-03,06:00,"1.899,99","47,77","40,48","33.925,00","32.690,47","5.612,63","6.706,86","4.100,50","266,00","9.113,20","0,40","884,25","1.796,48","0,00","973,39","1.203,80","1.806,81","226,15"
2025-07-03,07:00,"689,57","17,34","14,69","35.306,00","34.805,03","4.751,53","6.489,19","4.000,10","266,00","8.619,82","0,60","867,19","1.984,08","0,00","984,84","1.170,59","5.435,55","235,54"
2025-07-03,08:00,"2.025,11","50,92","43,14","40.325,00","39.971,06","4.481,33","6.543,56","4.153,40","266,00","9.373,00","1,90","850,52","2.514,98","0,00","1.005,30","1.428,56","9.103,19","249,32"
2025-07-03,09:00,"1.899,99","47,77","40,48","43.209,00","43.317,76","4.454,53","6.633,23","4.088,65","266,00","9.382,25","2,90","834,60","2.689,48","0,00","1.026,87","1.452,42","12.193,91","292,92"
2025-07-03,10:00,"1.399,99","35,20","29,83","44.576,00","44.686,98","4.197,93","6.895,88","3.904,70","266,00","8.858,50","3,50","810,91","2.736,08","0,00","1.043,42","1.324,95","14.322,19","322,92"
2025-07-03,11:00,"1.572,18","39,53","33,50","46.032,00","45.383,20","4.125,73","7.485,59","4.034,40","266,00","7.945,29","3,80","788,83","2.708,08","0,00","1.052,00","1.242,52","15.395,64","335,32"
2025-07-03,12:00,"1.050,00","26,40","22,37","45.569,00","44.759,82","4.124,23","7.910,61","3.990,79","266,00","7.293,30","4,00","771,55","2.125,58","0,00","1.059,03","1.099,89","15.773,62","341,22"
2025-07-03,13:00,"1.750,01","44,00","37,28","47.007,00","45.840,78","4.122,93","8.385,31","4.204,40","270,00","7.950,50","3,90","755,15","2.117,88","0,00","1.058,15","1.118,21","15.516,23","338,12"
2025-07-03,14:00,"1.899,98","47,77","40,48","48.057,00","47.736,53","4.375,13","8.733,73","4.188,00","270,00","9.052,05","3,40","727,79","3.210,58","0,00","1.053,25","1.118,57","14.679,55","324,48"
2025-07-03,15:00,"1.899,98","47,77","40,48","47.699,00","47.445,21","4.716,63","8.949,75","4.222,10","270,00","9.392,80","2,60","717,70","3.756,68","0,00","1.039,09","1.112,49","12.962,82","302,55"
2025-07-03,16:00,"2.783,63","69,99","59,31","47.478,00","46.747,87","5.680,13","9.222,15","4.265,25","270,00","9.406,82","1,30","711,94","4.191,58","0,00","1.035,86","1.334,52","10.365,60","262,72"
2025-07-03,17:00,"3.092,00","77,74","65,87","46.975,00","46.485,37","7.860,45","9.162,76","4.373,30","270,00","9.392,00","0,40","708,81","4.972,08","0,00","1.017,49","1.459,80","7.003,64","264,64"
2025-07-03,18:00,"2.500,01","62,86","53,26","45.696,00","44.786,27","9.530,85","9.128,13","4.172,00","270,00","9.420,50","0,40","711,82","5.566,88","0,00","1.006,09","1.495,57","3.227,34","256,69"
2025-07-03,19:00,"3.238,08","81,41","68,99","45.811,00","44.383,05","10.750,08","8.865,60","4.062,30","270,00","9.416,59","0,40","714,56","6.554,18","0,00","984,87","1.887,54","636,80","240,13"
2025-07-03,20:00,"3.350,00","84,23","71,37","46.858,00","45.369,28","10.960,85","8.617,13","4.082,10","270,00","9.415,50","0,40","733,34","7.935,28","0,00","977,46","2.110,08","31,24","235,90"
2025-07-03,21:00,"3.390,06","85,23","72,22","46.704,00","44.571,35","11.006,08","8.381,23","3.852,10","270,00","9.417,50","0,40","754,56","7.545,28","0,00","986,03","2.109,77","15,63","232,77"
2025-07-03,22:00,"3.232,75","81,28","68,87","45.296,00","43.955,18","10.868,19","8.128,49","3.867,10","270,00","9.415,77","0,40","781,65","7.516,82","0,00","974,83","1.883,39","15,86","232,68"
2025-07-03,23:00,"2.994,01","75,28","63,79","43.176,00","42.497,48","10.755,68","7.897,89","3.965,10","270,00","9.416,58","0,40","801,60","6.510,78","0,00","974,47","1.659,27","13,16","232,55"
2025-07-04,00:00,"3.098,38","77,99","66,26","40.121,00","40.108,89","9.573,44","7.489,07","3.863,60","270,00","9.410,57","0,00","842,11","5.828,38","0,00","967,11","1.611,06","15,59","237,96"
2025-07-04,01:00,"2.988,00","75,21","63,90","38.217,00","37.940,87","9.094,36","7.199,55","3.799,60","270,00","9.410,50","0,00","856,99","4.573,08","0,00","966,69","1.514,18","17,91","238,01"
2025-07-04,02:00,"2.888,39","72,70","61,77","36.749,00","36.574,44","8.593,65","6.905,13","3.799,60","270,00","9.411,78","0,00","871,68","4.108,78","0,00","963,77","1.394,40","17,67","237,98"
2025-07-04,03:00,"2.749,01","69,19","58,79","35.714,00","35.532,79","8.396,10","6.723,62","3.800,60","270,00","9.319,00","0,00","886,61","3.589,78","0,00","976,64","1.333,62","19,52","217,30"
2025-07-04,04:00,"2.898,00","72,94","61,98","34.971,00","34.395,86","6.988,84","6.674,00","3.850,60","270,00","9.322,00","0,00","897,79","3.850,48","0,00","963,36","1.325,97","36,93","215,89"
2025-07-04,05:00,"3.360,00","84,57","71,86","33.959,00","32.973,25","6.336,36","6.657,56","3.950,60","270,00","9.322,00","0,00","905,94","2.763,08","0,00","967,50","1.407,79","184,14","208,28"
2025-07-04,06:00,"2.988,00","75,21","63,90","33.340,00","33.035,66","5.159,22","6.776,82","4.140,30","270,00","9.320,00","0,00","908,35","2.187,58","0,00","961,49","1.299,57","1.784,55","227,78"
2025-07-04,07:00,"1.899,99","47,82","40,63","34.838,00","35.057,44","4.218,24","6.705,80","4.149,79","270,00","8.669,98","0,50","897,77","2.141,38","0,00","985,07","1.310,28","5.464,82","243,81"
2025-07-04,08:00,"3.231,64","81,34","69,11","40.123,00","40.275,67","4.251,81","6.746,40","3.996,40","270,00","8.680,70","1,30","873,74","3.378,18","0,00","1.001,60","1.626,47","9.182,32","266,75"
2025-07-04,09:00,"3.198,00","80,49","68,39","42.344,00","43.438,19","4.254,36","6.856,88","4.046,60","270,00","8.711,70","2,00","845,37","3.132,28","0,00","1.026,30","1.623,74","12.350,26","318,70"
2025-07-04,10:00,"2.500,00","62,93","53,46","44.678,00","45.245,45","4.194,27","6.998,62","4.049,19","270,00","8.719,70","2,70","818,66","2.712,08","0,00","1.047,38","1.508,08","14.568,84","355,93"
2025-07-04,11:00,"2.598,00","65,39","55,56","45.859,00","46.267,30","4.212,98","7.185,54","4.002,18","270,00","8.707,00","2,90","794,64","2.350,08","0,00","1.056,48","1.570,56","15.744,83","370,11"
2025-07-04,12:00,"1.400,00","35,24","29,94","44.918,00","45.529,63","4.201,69","7.387,79","3.805,50","270,00","8.277,00","3,50","772,06","2.140,28","0,00","1.069,51","1.174,39","16.053,58","374,33"
2025-07-04,13:00,"1.559,99","39,27","33,36","45.112,00","45.395,95","4.201,00","7.391,97","3.812,90","270,00","8.463,30","3,40","751,79","2.111,18","0,00","1.059,49","1.211,68","15.753,29","365,95"
2025-07-04,14:00,"2.909,62","73,24","62,22","46.333,00","46.682,24","4.498,20","7.848,37","3.897,30","270,00","8.708,00","2,30","732,71","3.045,18","0,00","1.061,88","1.417,54","14.853,89","346,87"
2025-07-04,15:00,"2.872,00","72,29","61,42","46.526,00","47.362,63","5.714,29","8.050,95","4.048,60","270,00","8.720,70","2,00","720,72","3.882,98","0,00","1.052,11","1.404,92","13.174,72","320,64"
2025-07-04,16:00,"2.625,00","66,07","56,14","46.511,00","47.145,92","7.215,10","8.396,66","4.067,40","270,00","8.702,70","0,60","713,20","4.349,38","0,00","1.039,23","1.505,22","10.607,85","278,58"
2025-07-04,17:00,"2.749,00","69,19","58,79","45.759,00","46.660,58","9.305,58","8.512,62","4.101,60","270,00","8.687,41","0,00","708,26","5.019,38","0,00","1.020,75","1.572,85","7.186,24","275,89"
2025-07-04,18:00,"2.878,01","72,44","61,55","45.028,00","45.093,80","10.369,07","8.690,69","4.055,95","270,00","8.869,36","0,00","716,69","5.989,48","0,00","1.003,15","1.574,85","3.289,52","265,04"
2025-07-04,19:00,"3.238,39","81,51","69,25","44.954,00","44.589,06","11.628,63","8.511,20","4.025,55","270,00","8.856,50","0,00","729,81","6.602,98","0,00","981,84","2.061,93","681,50","239,12"
2025-07-04,20:00,"3.313,92","83,41","70,87","45.732,00","45.410,42","11.842,42","8.278,71","4.025,35","270,00","8.855,50","0,00","750,11","7.778,38","0,00","979,22","2.364,66","31,57","234,50"
2025-07-04,21:00,"3.400,00","85,58","72,71","45.715,00","44.635,68","11.702,76","7.994,92","4.073,60","270,00","8.870,99","0,00","773,25","7.464,68","0,00","987,44","2.248,78","17,76","231,50"
2025-07-04,22:00,"3.155,00","79,41","67,47","44.148,00","44.127,94","11.658,80","7.547,60","4.077,60","270,00","8.872,21","0,00","796,25","7.664,78","0,00","986,41","2.004,08","18,71","231,50"
2025-07-04,23:00,"3.078,00","77,47","65,82","41.343,00","42.171,58","11.226,26","6.872,54","4.096,60","270,00","8.872,50","0,00","813,85","6.957,58","0,00","985,78","1.829,24","15,96","231,27"
2025-07-05,00:00,"3.092,00","77,93","66,07","39.418,00","39.200,94","10.384,29","6.467,67","4.138,10","270,00","8.825,50","5,00","826,44","5.327,98","0,00","980,18","1.757,56","17,06","201,16"
2025-07-05,01:00,"3.038,38","76,58","64,92","37.843,00","37.935,72","10.671,90","5.913,53","4.136,10","270,00","8.905,50","5,00","833,82","4.349,31","0,00","981,91","1.679,02","18,44","171,19"
2025-07-05,02:00,"2.990,98","75,38","63,91","36.481,00","36.307,40","10.305,53","5.398,79","4.132,10","270,00","8.984,50","5,00","849,48","3.578,62","0,00","981,37","1.613,08","17,77","171,16"
2025-07-05,03:00,"3.043,17","76,70","65,02","35.456,00","34.812,25","9.948,65","5.059,51","4.126,60","270,00","8.578,50","5,00","862,36","3.174,48","0,00","983,21","1.611,03","21,71","171,20"
2025-07-05,04:00,"2.700,00","68,05","57,69","34.693,00","34.039,64","9.837,93","4.830,16","4.072,35","270,00","8.580,50","5,00","870,94","2.818,18","0,00","984,69","1.577,67","39,01","153,21"
2025-07-05,05:00,"3.072,55","77,44","65,65","33.350,00","33.228,56","9.585,43","4.600,62","4.071,35","270,00","8.581,50","5,00","882,17","2.301,68","0,00","990,04","1.610,09","179,93","150,75"
2025-07-05,06:00,"2.985,01","75,23","63,78","32.214,00","32.960,08","8.335,09","4.446,94","4.074,55","270,00","8.782,50","10,90","888,48","1.761,18","0,00","996,69","1.472,65","1.753,63","167,47"
2025-07-05,07:00,"1.999,99","50,41","42,73","32.993,00","33.589,44","5.124,89","4.367,62","4.078,35","270,00","8.956,70","9,70","874,41","2.005,06","0,00","1.018,75","1.309,72","5.360,97","213,27"
2025-07-05,08:00,"3.092,01","77,93","66,07","36.824,00","38.220,42","5.547,42","4.154,24","4.098,35","270,00","8.956,50","25,50","853,26","2.184,68","0,00","1.041,90","1.625,70","9.195,73","267,14"
2025-07-05,09:00,"3.137,21","79,07","67,03","38.919,00","40.948,08","4.896,27","4.179,46","4.102,69","270,00","8.969,50","29,70","830,33","2.104,88","0,00","1.067,88","1.739,58","12.438,02","319,77"
2025-07-05,10:00,"2.888,89","72,81","61,73","40.509,00","42.749,36","4.393,04","4.381,25","4.078,50","270,00","9.122,50","30,90","807,08","1.993,58","0,00","1.074,00","1.662,11","14.580,31","356,09"
2025-07-05,11:00,"1.899,91","47,88","40,60","41.835,00","43.694,16","4.055,03","4.685,04","3.773,69","270,00","9.077,67","21,90","784,80","2.315,18","0,00","1.074,75","1.566,64","15.696,14","373,32"
2025-07-05,12:00,"1.500,01","37,81","32,05","41.719,00","43.432,55","4.054,72","5.019,71","3.737,60","270,00","8.299,67","22,20","756,97","2.302,48","0,00","1.076,86","1.417,88","16.096,87","377,59"
2025-07-05,13:00,"1.897,99","47,84","40,55","42.373,00","44.128,27","4.055,92","5.404,56","3.737,20","270,00","8.856,40","22,00","733,77","2.237,18","0,00","1.077,68","1.357,13","16.002,32","374,11"
2025-07-05,14:00,"1.684,99","42,47","36,00","42.905,00","44.593,53","4.206,42","5.869,58","3.753,00","270,00","8.554,30","21,00","709,37","3.185,08","0,00","1.070,89","1.329,04","15.264,55","360,30"
2025-07-05,15:00,"1.898,00","47,84","40,56","42.531,00","44.459,28","4.631,13","6.158,57","3.758,90","270,00","9.149,89","19,80","693,82","3.368,38","0,00","1.032,63","1.331,12","13.709,75","335,29"
2025-07-05,16:00,"2.807,30","70,75","59,98","42.311,00","43.696,35","5.786,10","6.431,28","3.767,20","270,00","9.252,50","27,00","683,48","3.573,58","0,00","1.027,18","1.474,01","11.113,57","290,45"
2025-07-05,17:00,"2.599,99","65,53","55,55","41.743,00","43.495,67","8.397,04","6.791,82","3.780,30","270,00","9.238,64","22,00","677,53","3.981,68","0,00","1.003,28","1.509,88","7.570,72","252,78"
2025-07-05,18:00,"3.092,01","77,93","66,07","41.505,00","43.848,09","11.370,97","6.841,92","3.732,60","270,00","9.433,44","13,00","688,16","5.085,08","0,00","989,19","1.770,47","3.445,74","207,52"
2025-07-05,19:00,"3.359,99","84,68","71,79","41.663,00","42.989,85","11.845,62","6.877,54","3.703,40","270,00","9.431,50","5,00","701,50","6.139,28","0,00","975,13","2.168,43","692,70","179,75"
2025-07-05,20:00,"3.363,13","84,76","71,86","42.467,00","43.810,46","11.899,79","6.831,23","3.697,10","270,00","9.430,50","5,00","725,21","7.393,98","0,00","969,23","2.379,29","34,56","174,57"
2025-07-05,21:00,"3.359,99","84,68","71,79","42.377,00","43.555,19","11.864,70","6.806,29","3.704,10","270,00","9.380,50","5,00","748,04","7.320,18","0,00","969,09","2.298,34","17,50","171,45"
2025-07-05,22:00,"3.098,38","78,09","66,20","41.094,00","43.017,11","11.808,06","6.518,79","3.713,10","270,00","9.380,50","5,00","772,30","7.193,46","0,00","967,22","2.199,58","17,66","171,44"
2025-07-05,23:00,"3.090,00","77,88","66,03","39.349,00","41.293,36","11.533,05","6.100,99","3.701,10","270,00","9.380,50","5,00","796,62","6.284,98","0,00","966,21","2.066,52","16,95","171,44"
2025-07-06,00:00,"3.180,72","80,16","68,08","38.180,00","38.771,86","10.765,65","5.549,31","3.688,60","145,00","9.436,50","5,50","834,14","5.373,28","0,00","964,14","1.814,51","16,90","178,33"
2025-07-06,01:00,"3.100,00","78,13","66,35","36.745,00","36.898,66","10.463,27","5.110,76","3.687,60","135,00","9.436,50","5,50","850,52","4.230,98","0,00","967,93","1.814,39","17,86","178,35"
2025-07-06,02:00,"3.058,70","77,09","65,47","35.184,00","35.292,56","10.196,23","4.666,63","3.697,60","135,00","9.436,50","5,50","869,78","3.443,08","0,00","966,90","1.702,26","15,76","157,32"
2025-07-06,03:00,"2.710,11","68,30","58,00","34.099,00","34.048,91","9.306,69","4.381,12","3.698,60","135,00","9.348,00","5,50","888,16","3.426,58","0,00","954,70","1.731,12","20,48","152,96"
2025-07-06,04:00,"2.924,99","73,72","62,60","33.512,00","33.255,48","8.942,07","4.186,48","3.698,60","135,00","9.348,00","5,50","902,14","3.168,58","0,00","953,43","1.723,00","38,89","153,79"
2025-07-06,05:00,"2.940,54","74,11","62,94","31.871,00","31.636,82","8.159,94","4.038,58","3.698,60","135,00","9.348,00","5,50","915,31","2.343,48","0,00","985,56","1.672,02","185,81","149,02"
2025-07-06,06:00,"3.059,99","77,12","65,49","30.389,00","30.624,25","5.674,53","4.055,11","3.669,19","135,00","9.349,00","11,40","919,08","2.219,78","0,00","966,00","1.679,66","1.776,83","168,67"
2025-07-06,07:00,"1.899,90","47,88","40,66","29.967,00","30.911,21","3.163,80","4.020,12","3.620,10","122,00","8.366,38","10,20","904,41","2.229,28","0,00","1.000,46","1.572,04","5.684,21","218,21"
2025-07-06,08:00,"1.343,10","33,85","28,75","32.035,00","33.080,32","2.359,30","3.918,38","3.564,50","122,00","6.412,50","19,00","879,36","3.294,48","0,00","998,99","1.425,09","9.807,44","279,28"
2025-07-06,09:00,"511,02","12,88","10,94","33.681,00","34.596,17","2.183,56","3.811,21","3.524,40","122,00","4.877,64","21,20","855,93","3.340,38","0,00","1.012,62","1.321,09","13.191,36","334,78"
2025-07-06,10:00,"390,00","9,83","8,35","35.013,00","36.389,57","2.185,86","3.877,34","3.461,60","122,00","4.469,50","22,40","824,08","3.324,78","0,00","1.034,52","1.186,08","15.508,17","373,24"
2025-07-06,11:00,"250,00","6,30","5,35","36.133,00","37.900,09","2.205,36","3.972,97","3.406,20","122,00","4.468,13","22,30","800,00","3.632,48","0,00","1.057,52","1.198,14","16.621,44","393,55"
2025-07-06,12:00,"151,01","3,81","3,23","36.246,00","37.988,46","2.211,96","4.048,97","3.410,60","122,00","4.471,50","22,70","771,87","3.607,28","0,00","1.072,58","1.002,34","16.848,38","398,28"
2025-07-06,13:00,"390,00","9,83","8,35","36.853,00","38.245,09","2.235,56","4.357,58","3.449,90","122,00","4.471,50","22,60","748,37","3.599,98","0,00","1.051,35","1.156,88","16.635,05","394,32"
2025-07-06,14:00,"750,00","18,90","16,05","37.196,00","38.195,24","2.385,26","4.744,86","3.480,00","122,00","4.754,50","21,70","726,57","3.675,98","0,00","1.037,34","1.118,48","15.747,54","381,01"
2025-07-06,15:00,"1.385,01","34,91","29,64","36.731,00","38.456,24","2.570,96","5.113,08","3.580,59","122,00","6.208,50","20,50","712,32","3.507,98","0,00","1.033,69","1.219,51","14.015,42","351,69"
2025-07-06,16:00,"1.899,89","47,88","40,66","36.709,00","38.947,83","2.871,69","5.509,73","3.579,59","122,00","8.199,57","18,70","700,08","4.064,98","0,00","1.023,23","1.226,92","11.324,21","307,13"
2025-07-06,17:00,"1.999,99","50,40","42,81","36.912,00","39.378,73","4.780,60","5.716,75","3.759,59","135,00","9.103,24","13,50","696,43","4.864,38","0,00","998,15","1.324,80","7.743,46","242,83"
2025-07-06,18:00,"3.150,01","79,39","67,42","37.634,00","40.003,99","9.057,16","5.722,85","3.971,00","135,00","9.396,70","13,50","702,66","4.634,58","0,00","985,85","1.669,28","3.511,31","204,10"
2025-07-06,19:00,"3.300,01","83,17","70,63","38.446,00","40.246,94","10.851,32","5.626,06","3.936,09","135,00","9.394,70","5,50","716,20","5.671,58","0,00","996,29","2.037,98","696,15","180,07"
2025-07-06,20:00,"3.385,00","85,31","72,45","39.731,00","40.895,37","10.892,00","5.523,32","3.969,50","135,00","9.393,70","5,50","738,11","6.820,78","0,00","992,54","2.204,03","36,15","184,74"
2025-07-06,21:00,"3.399,54","85,68","72,76","39.827,00","40.513,50","10.870,30","5.378,80","3.990,50","135,00","9.424,50","5,50","765,34","6.695,78","0,00","965,04","2.076,06","20,29","186,39"
2025-07-06,22:00,"3.300,01","83,17","70,63","38.997,00","40.388,40","10.878,79","5.066,82","4.000,50","135,00","9.424,50","5,50","785,80","6.971,48","0,00","965,61","1.938,91","19,09","196,40"
2025-07-06,23:00,"3.200,00","80,65","68,49","36.771,00","39.206,57","10.800,34","4.539,52","4.132,00","135,00","9.424,50","5,50","811,62","6.414,68","0,00","963,41","1.761,14","17,49","201,37"
2025-07-07,00:00,"3.241,70","81,70","69,38","38.233,00","37.841,58","10.802,71","3.914,61","4.004,50","135,00","9.424,50","5,00","849,14","5.738,47","0,00","943,62","1.761,55","19,13","243,35"
2025-07-07,01:00,"3.157,00","79,56","67,57","36.268,00","35.752,31","10.574,76","3.447,67","3.990,50","135,00","9.424,50","5,00","866,12","4.405,17","0,00","926,86","1.679,70","18,75","278,28"
2025-07-07,02:00,"2.777,01","69,99","59,44","34.553,00","34.120,05","9.761,01","3.187,02","4.022,50","135,00","9.424,50","5,00","884,88","3.904,37","0,00","943,56","1.569,63","15,33","267,25"
2025-07-07,03:00,"2.950,00","74,35","63,14","33.542,00","33.407,73","9.955,26","2.972,90","4.022,50","135,00","9.440,50","5,00","898,16","3.218,87","0,00","945,65","1.527,90","18,11","267,88"
2025-07-07,04:00,"2.999,00","75,58","64,19","32.904,00","32.586,71","9.520,25","2.828,25","4.022,50","135,00","9.440,50","5,00","911,44","2.979,47","0,00","941,55","1.493,76","35,28","273,71"
2025-07-07,05:00,"2.777,01","69,99","59,44","31.931,00","31.346,34","9.007,59","2.749,70","4.046,50","135,00","9.440,50","5,00","925,27","2.203,17","0,00","942,05","1.430,19","180,64","280,73"
2025-07-07,06:00,"2.299,00","57,94","49,21","31.562,00","31.149,86","7.663,02","2.725,29","4.086,50","135,00","9.434,50","1,90","925,68","1.956,97","0,00","956,08","1.288,83","1.684,07","292,02"
2025-07-07,07:00,"1.899,99","47,88","40,67","33.520,00","33.941,02","7.062,81","2.720,10","4.137,80","135,00","9.183,50","9,70","908,01","1.986,07","0,00","980,24","1.262,87","5.247,06","307,86"
2025-07-07,08:00,"2.999,00","75,58","64,19","40.969,00","40.113,67","8.205,64","2.696,47","4.207,30","135,00","9.469,50","25,50","881,16","2.557,97","0,00","1.002,94","1.580,14","9.020,06","331,99"
2025-07-07,09:00,"3.157,01","79,56","67,57","44.540,00","43.727,67","8.279,73","2.654,32","4.261,40","135,00","9.482,50","29,70","850,93","2.745,47","0,00","1.030,79","1.683,05","12.189,72","385,06"
2025-07-07,10:00,"2.777,01","69,99","59,44","46.383,00","46.188,65","8.661,85","2.714,37","4.300,89","135,00","9.490,50","30,90","823,78","2.668,17","0,00","1.049,12","1.499,15","14.391,96","422,96"
2025-07-07,11:00,"2.800,00","70,57","59,93","47.751,00","47.282,48","8.081,88","2.792,42","4.344,60","135,00","9.418,50","30,80","796,40","3.280,17","0,00","1.050,88","1.397,61","15.514,29","439,93"
2025-07-07,12:00,"1.999,98","50,40","42,81","47.420,00","46.707,75","7.241,32","2.917,16","4.331,80","135,00","9.412,50","22,20","766,97","3.186,17","0,00","1.058,60","1.285,18","15.903,08","447,77"
2025-07-07,13:00,"2.747,01","69,23","58,79","47.975,00","47.848,97","8.306,37","3.144,73","4.329,50","135,00","9.418,50","31,10","741,57","3.318,07","0,00","1.045,51","1.299,71","15.637,72","441,19"
2025-07-07,14:00,"2.777,01","69,99","59,44","48.873,00","48.767,56","9.304,37","3.502,24","4.325,70","135,00","9.407,50","30,20","718,87","3.735,50","0,00","1.049,25","1.372,64","14.761,43","424,86"
2025-07-07,15:00,"3.084,01","77,72","66,01","48.407,00","49.059,44","10.600,22","3.681,95","4.303,19","135,00","9.452,50","29,00","705,72","4.271,37","0,00","1.041,33","1.386,65","13.033,99","418,52"
2025-07-07,16:00,"3.241,70","81,70","69,38","48.175,00","49.136,87","11.854,31","3.962,36","4.329,50","135,00","9.449,50","27,20","699,28","5.356,57","0,00","1.025,88","1.543,34","10.401,62","352,31"
2025-07-07,17:00,"3.399,54","85,68","72,76","47.696,00","47.667,37","13.003,82","4.043,62","4.313,80","135,00","9.435,50","22,00","698,03","6.098,07","0,00","989,96","1.645,83","6.967,83","313,91"
2025-07-07,18:00,"3.357,00","84,60","71,85","46.523,00","45.709,68","13.759,43","3.996,90","4.278,20","135,00","9.427,50","13,00","703,66","7.167,37","0,00","965,92","1.800,58","3.146,12","316,00"
2025-07-07,19:00,"3.399,55","85,68","72,76","46.481,00","43.856,83","13.900,40","3.894,44","4.260,00","135,00","9.425,50","5,00","723,70","7.567,87","0,00","950,12","2.072,41","617,49","304,90"
2025-07-07,20:00,"3.399,55","85,68","72,76","46.971,00","43.976,38","14.008,91","3.778,79","4.222,60","135,00","9.424,50","5,00","747,51","8.074,47","0,00","967,55","2.281,87","30,77","299,41"
2025-07-07,21:00,"3.399,55","85,68","72,76","46.702,00","43.448,02","13.865,33","3.449,05","4.078,60","135,00","9.424,50","5,00","774,34","8.176,07","0,00","967,88","2.261,54","14,41","296,30"
2025-07-07,22:00,"3.399,54","85,68","72,76","45.396,00","43.196,18","13.927,53","3.031,92","4.131,60","135,00","9.424,50","5,00","802,10","8.389,17","0,00","985,42","2.052,33","15,29","296,32"
2025-07-07,23:00,"3.357,00","84,60","71,85","43.744,00","42.780,48","13.940,97","2.679,62","4.345,60","135,00","9.424,50","5,00","825,52","8.189,17","0,00","998,57","1.925,97","14,26","296,30"
2025-07-08,00:00,"3.233,00","81,48","69,20","41.394,00","41.035,32","14.150,28","2.242,10","4.392,50","137,00","9.379,65","5,30","871,69","6.985,57","0,00","976,41","1.606,24","12,31","276,27"
2025-07-08,01:00,"3.155,47","79,52","67,54","39.694,00","38.887,68","14.156,81","1.916,51","4.278,50","137,00","9.243,50","5,30","884,94","5.443,97","0,00","973,48","1.529,64","11,87","306,16"
2025-07-08,02:00,"3.058,60","77,08","65,46","37.965,00","37.654,63","14.022,60","1.688,24","4.282,50","137,00","9.254,01","5,30","903,27","4.658,55","0,00","964,36","1.420,48","12,16","306,16"
2025-07-08,03:00,"3.233,01","81,48","69,20","36.994,00","36.769,97","13.661,21","1.476,06","4.281,50","137,00","9.318,50","5,30","914,55","4.258,77","0,00","957,98","1.437,24","15,67","306,19"
2025-07-08,04:00,"3.129,99","78,88","66,99","36.426,00","36.141,61","13.545,19","1.381,82","4.302,00","137,00","9.318,50","5,30","929,20","3.899,37","0,00","935,50","1.347,44","31,19","309,10"
2025-07-08,05:00,"3.149,00","79,36","67,40","35.415,00","34.735,83","13.291,54","1.395,11","4.297,30","137,00","9.258,50","5,30","939,96","2.673,67","0,00","940,45","1.315,65","170,41","310,94"
2025-07-08,06:00,"3.032,45","76,42","64,90","34.889,00","34.774,92","12.407,15","1.442,88","4.221,95","137,00","9.299,50","10,50","947,06","2.077,47","0,00","947,34","1.308,26","1.667,76","308,05"
2025-07-08,07:00,"2.744,78","69,17","58,75","36.459,00","36.789,65","10.898,97","1.541,80","4.232,20","137,00","9.321,50","19,60","931,65","2.008,97","0,00","970,55","1.187,11","5.228,40","311,90"
2025-07-08,08:00,"3.199,99","80,65","68,49","42.276,00","42.203,43","10.696,52","1.629,29","4.248,30","137,00","9.340,50","28,20","893,97","3.408,57","0,00","990,88","1.523,71","8.981,83","324,66"
2025-07-08,09:00,"3.090,01","77,87","66,14","45.017,00","45.665,04","10.595,31","1.731,76","4.233,40","137,00","9.393,50","30,80","854,57","3.654,87","0,00","1.034,23","1.508,02","12.115,64","375,94"
2025-07-08,10:00,"2.744,78","69,17","58,75","46.777,00","47.665,12","10.477,69","1.837,13","4.201,40","137,00","9.447,50","31,90","800,36","3.574,17","0,00","1.026,58","1.387,06","14.332,20","412,13"
2025-07-08,11:00,"2.616,00","65,93","55,99","48.330,00","49.251,13","10.435,42","1.994,61","4.369,69","137,00","9.460,79","32,00","772,49","3.698,17","0,00","1.045,89","1.364,60","15.510,62","429,85"
2025-07-08,12:00,"2.079,99","52,42","44,52","47.904,00","48.172,77","9.051,13","2.161,97","4.364,69","137,00","9.455,50","23,20","741,10","3.624,07","0,00","1.058,95","1.257,76","15.860,99","436,41"
